2011_akron_alabama-state,0.77516177005651621
2011_akron_arizona,0.064715186047569373
2011_akron_arkansas-little-rock,0.67250790758264245
2011_akron_belmont,0.20169012583843382
2011_akron_boston-university,0.44991519211419884
2011_akron_bucknell,0.37313646986484783
2011_akron_butler,0.12198021980267773
2011_akron_brigham-young,0.052799626894642418
2011_akron_cincinnati,0.046255604107965885
2011_akron_clemson,0.071779045159961211
2011_akron_connecticut,0.040961341254485951
2011_akron_duke,0.032142925097111939
2011_akron_florida,0.093995563331084941
2011_akron_florida-state,0.092097144754608742
2011_akron_george-mason,0.13640839308456237
2011_akron_georgetown,0.096338544825538344
2011_akron_georgia,0.13340895571549882
2011_akron_gonzaga,0.10535427676571106
2011_akron_hampton,0.70637119630540113
2011_akron_illinois,0.071528936178775718
2011_akron_indiana-state,0.50908943434282639
2011_akron_kansas,0.031233116037156356
2011_akron_kansas-state,0.19819650888755522
2011_akron_kentucky,0.062182403265149198
2011_akron_long-island-university,0.37423100899016493
2011_akron_louisville,0.074431357137155069
2011_akron_marquette,0.12968552380516485
2011_akron_memphis,0.1374697418032596
2011_akron_michigan,0.16151558750147904
2011_akron_michigan-state,0.19800309591583834
2011_akron_missouri,0.2370884151164617
2011_akron_morehead-state,0.36642845950057312
2011_akron_north-carolina,0.048668148160823634
2011_akron_notre-dame,0.05173460268863609
2011_akron_oakland,0.42196296741841771
2011_akron_ohio-state,0.10519456899375214
2011_akron_old-dominion,0.15025816080254734
2011_akron_penn-state,0.21668027278808258
2011_akron_pittsburgh,0.061561976908717071
2011_akron_princeton,0.34100371451774808
2011_akron_purdue,0.08168551132422891
2011_akron_richmond,0.14360897181837304
2011_akron_san-diego-state,0.031420118392751897
2011_akron_california-santa-barbara,0.50935331891622238
2011_akron_st-johns-ny,0.15724191713055932
2011_akron_saint-peters,0.5815938104499212
2011_akron_syracuse,0.058851544095570252
2011_akron_temple,0.15830715182534907
2011_akron_tennessee,0.20550131732756499
2011_akron_texas,0.031578356758381242
2011_akron_texas-am,0.13078557456334955
2011_akron_alabama-birmingham,0.12995548392830342
2011_akron_ucla,0.20668160708631733
2011_akron_north-carolina-asheville,0.6621464531420338
